title,channel,publishedAt,duration_min,views,likes,comments,url,video_id,subscriber_count,channel_age_days,language,category_id,category_name,hashtags,channel_description
封簽證!鎖國門!川普殺了美國?! | 中國芯片航母來了!半導體逆天狂飆! #三元小课堂,BNE TV - 新西蘭中文國際頻道,2025-05-28T05:50:08Z,69.95,59787,6629,104,https://www.youtube.com/watch?v=108hR2W_m8o,108hR2W_m8o,,,,,,,
BOTAFOGO 1 X 0 UNIVERSIDAD DE CHILE | O BOTAFOGO É PARA QUEM ACREDITA! RESPEITEM O CAMPEÃO,Canal do TF - Tudo sobre o Glorioso,2025-05-28T03:53:14Z,70.03,57607,7833,21,https://www.youtube.com/watch?v=VMcCIeLq0x8,VMcCIeLq0x8,,,,,,,
"Sardor Rahimxon- OYOQLARINI ARRALAB TASHLADI, DAXSHAT, ASTAG’FIRULLOH.",Sardor Rahimxon,2025-05-28T03:00:06Z,35.88,49666,3905,665,https://www.youtube.com/watch?v=Kfv5yFZeOIY,Kfv5yFZeOIY,,,,,,,
Jeta në çift - Episodi 35 - Klan Kosova NEW,KlanKosova,2025-05-27T20:15:08Z,26.73,49195,671,42,https://www.youtube.com/watch?v=YtoMyyzTLcE,YtoMyyzTLcE,,,,,,,
People Want Jordan Love Benched After TERRIBLE Opening Pitch | Pat McAfee Show,The Pat McAfee Show,2025-05-27T19:30:05Z,5.52,45561,707,124,https://www.youtube.com/watch?v=_eVahSp_l4g,_eVahSp_l4g,,,,,,,
"Mary Lou Retton, Olympic Legend, ARRESTED for DUI",Entertainment Tonight,2025-05-27T19:00:07Z,3.77,44420,484,199,https://www.youtube.com/watch?v=6xRsZhqOcCs,6xRsZhqOcCs,,,,,,,
75th Women's International Convention | Mother Barbara McCoo Lewis Annual Address,Church Of God In Christ,2025-05-28T04:19:47Z,272.47,43102,1063,5,https://www.youtube.com/watch?v=TsE9AtLJm_g,TsE9AtLJm_g,,,,,,,
CONGRESSO vai REVERTER AUMENTO de IOF ABSURDO do LULA,ANCAPSU,2025-05-28T01:15:06Z,13.72,40666,7594,150,https://www.youtube.com/watch?v=mmtPABj2KHk,mmtPABj2KHk,,,,,,,
"Md Yunus, Bangladesh Issue: বাংলাদেশের কি এবার পুশ ব্যাকের কাউন্টার পুশ ইন?",TV9 Bangla,2025-05-28T05:17:01Z,5.4,37419,651,192,https://www.youtube.com/watch?v=t0tRp5Zv15s,t0tRp5Zv15s,,,,,,,
HISTÓRICO: LA “U” A OCTAVOS 🏆 ALIANZA LIMA ASEGURA COPA SUDAMERICANA | ¡MIRA LO QUE HABLA!,Erick y Gonzalo,2025-05-28T05:42:53Z,95.85,34714,1653,19,https://www.youtube.com/watch?v=OnUXpwz4xG0,OnUXpwz4xG0,,,,,,,
EP.39 I ME RECUERDAS A MI PAPÁ I FT. PEPE Y MAU,Rudo Y Cursi,2025-05-28T02:15:05Z,85.58,30146,3929,409,https://www.youtube.com/watch?v=pgSnWAm88U8,pgSnWAm88U8,,,,,,,
Elly De La Cruz hits 887 feet worth of homers! (Reds superstar hits 2 homers!),MLB,2025-05-28T02:10:56Z,4.55,28401,862,76,https://www.youtube.com/watch?v=r3C5rawmH_0,r3C5rawmH_0,,,,,,,
【モンハンワイルズ】#19 アプデきたぞ🍖片手剣ナーフ一生くるな＾＾ 【にじさんじ / 樋口楓】,樋口楓【にじさんじ所属】,2025-05-28T07:53:11Z,267.75,27848,1119,6,https://www.youtube.com/watch?v=riuLaXVPKSA,riuLaXVPKSA,,,,,,,
เช้าข่าวเข้ม | 28 พฤษภาคม 2568 | FULL | TOP NEWS,TOP NEWS LIVE  ,2025-05-28T03:19:00Z,106.93,26247,923,5,https://www.youtube.com/watch?v=b_i_L86b6fg,b_i_L86b6fg,,,,,,,
MIENTRAS QUE UN MEXICANO SALVA VIDAS los GRINGOS NO hacen NADA se Quedan MIRANDO,cuida tv con alex,2025-05-27T18:15:03Z,10.08,25914,1262,48,https://www.youtube.com/watch?v=_WBa649hntw,_WBa649hntw,,,,,,,
Mere Saanson Mein Tera Naam 🔥 | Official Music Video | Live Performance 2025,Pankaj Records,2025-05-28T07:23:11Z,60.92,25205,0,0,https://www.youtube.com/watch?v=xULG2zQo8gE,xULG2zQo8gE,,,,,,,
สิงห์ชิงคอนเฟอเรนซ์กับเบติส/สล็อตกุนซือเยี่ยม/บรูโน่ย้ายทีมดีไหม?| เอกราชเต็มหนุ่ย/28-5-68,เอกราช เต็มหนุ่ย - Aekarach TemNui,2025-05-28T06:07:00Z,11.35,21490,2148,42,https://www.youtube.com/watch?v=mndhyxA6dJY,mndhyxA6dJY,,,,,,,
Operation Sindoor के सबसे छोटे योद्धा ने ऐसा क्या काम किया कि Indian Army ने बुला कर सम्मानित किया,The Lallantop,2025-05-28T07:00:38Z,3.35,21118,1798,178,https://www.youtube.com/watch?v=o5QfkYekfLo,o5QfkYekfLo,,,,,,,
THE COMPLETE POWER OF THE CROSS | REVEALED | PROPHET LOVY L. ELIAS,Prophet Lovy,2025-05-28T05:01:27Z,252.48,20524,3397,228,https://www.youtube.com/watch?v=E9EseprM9RM,E9EseprM9RM,,,,,,,
"⚡️7 хвилин тому! ПОМСТА ЗА КИЇВ, ТАУРУСИ на МОСКВУ.  Наказ ТРАМПА ЗАМОЧИТИ ПУТІНА, УДАР прямо із США",Сейчас,2025-05-28T07:01:53Z,53.48,12916,3599,549,https://www.youtube.com/watch?v=ba3bmeMgkDE,ba3bmeMgkDE,,,,,,,
傅崐萁很怕被罷免？不只清晨送車還勤跑攤 被民眾錄下後爆氣 沈伯洋揭昔「葉霸事件」傅崐萁也想找出拍攝者 曝傅崐萁最大危機：只想解決找出問題的人｜【新台灣加油】三立新聞網 SETN.com,三立新聞網SETN,2025-05-28T00:00:06Z,9.35,11528,253,32,https://www.youtube.com/watch?v=B_y-DCRW_l0,B_y-DCRW_l0,,,,,,,
$500 for a Trigger?! Why Corvus' New AUG Trigger Might Be Worth It,TFBTV Show Time,2025-05-27T20:00:33Z,5.43,11324,832,189,https://www.youtube.com/watch?v=fheAHGfbBnM,fheAHGfbBnM,,,,,,,
[풀버전] 5월 28일 (수) #사건파일24 - 대선 D-6…후보들 '총력' / 마지막 TV토론 '난타전' / 北 구축함을 풍선으로?,뉴스TVCHOSUN,2025-05-28T06:48:52Z,67.05,11309,247,11,https://www.youtube.com/watch?v=eX8ffmJWN6M,eX8ffmJWN6M,,,,,,,
"Marcos seeks support of ASEAN, Arab nations for PH bid for non-permanent seat in UN Security Council",ANC 24/7,2025-05-28T00:40:52Z,26.4,10820,62,12,https://www.youtube.com/watch?v=vDSmtmh3Ttg,vDSmtmh3Ttg,,,,,,,
🔴 LIVE | Siyatha News | 12.00 PM | 28 - 05 - 2025,Siyatha News,2025-05-28T07:16:33Z,38.27,10532,229,10,https://www.youtube.com/watch?v=rjd2GOQdic4,rjd2GOQdic4,,,,,,,
⚡️ТЕРМІНОВО! Трамп ЖОРСТКО пройшовся по Путіну: Кремль ВИБУХНУВ. США ШОКУВАЛИ реакцією @24онлайн,24 Канал,2025-05-28T08:07:03Z,40.87,9025,415,9,https://www.youtube.com/watch?v=c6MosmI2oEI,c6MosmI2oEI,,,,,,,
« QUI A TRAVAILLÉ AU KGB ? LUI OU MOI ? » POUTINE POUSSE UN COUP DE GUEULE,2MSYNERGY GROUP,2025-05-27T20:00:03Z,23.88,8157,438,68,https://www.youtube.com/watch?v=1ZVEdgSaT80,1ZVEdgSaT80,,,,,,,
"[이슈] 프랑스도 조력 사망법안 통과…마크롱 ""중요한 진전""/2025년 5월 28일(수)/KBS",KBS News,2025-05-28T07:48:47Z,19.08,8065,127,9,https://www.youtube.com/watch?v=hJ4O-kKupLE,hJ4O-kKupLE,,,,,,,
𝐇𝐞𝐚𝐯𝐲 𝐑𝐚𝐢𝐧𝐬 - 𝐖𝐞𝐚𝐭𝐡𝐞𝐫 𝐔𝐩𝐝𝐚𝐭𝐞 𝐏𝐚𝐤 || ARY News 11 AM Headlines || 28th May  2025,ARY News,2025-05-28T06:39:31Z,13.37,7727,194,1,https://www.youtube.com/watch?v=vQEfSC0X4dQ,vQEfSC0X4dQ,,,,,,,
"Trao Đổi Của Quý - Phim Hài Sitcom Hài Hước Hay Nhất 2025|Thái Sơn, Cường Cá, Hoàng Khánh Ly",Hoa Dương Show,2025-05-28T03:30:06Z,69.42,7505,32,1,https://www.youtube.com/watch?v=u9TMm-Q5La8,u9TMm-Q5La8,,,,,,,
千葉県の定員に満たない私立大学TOP20校　深刻な定員割れ 【空から見た】,空から見るとわかる事,2025-05-27T19:58:49Z,8.42,7010,35,18,https://www.youtube.com/watch?v=IL371y4bVgs,IL371y4bVgs,,,,,,,
สส.สหัสวัต เปิดงบปฏิทิน 50 ล้าน เทียบงบทำฟัน สปสช. สวน พิพัฒน์  หากมีคนต้องการ1%จริงให้ผลิตเท่าจำนวน,สรยุทธ สุทัศนะจินดา กรรมกรข่าว,2025-05-28T04:29:17Z,12.93,6897,204,179,https://www.youtube.com/watch?v=WF4jpVkk43M,WF4jpVkk43M,,,,,,,
總裁拒絕全海城名媛，卻被上門修窗簾的單親媽迷住！他當場破防，砸千萬把她寵上天！#總裁 #甜寵 #逆襲,可可劇場,2025-05-28T04:07:00Z,142.43,4650,70,0,https://www.youtube.com/watch?v=AIBDh37c464,AIBDh37c464,,,,,,,
Lefties Losing It: View hosts ignore Disney CEO’s advice to tone down Trump hate,Sky News Australia,2025-05-28T08:53:10Z,21.6,4115,325,78,https://www.youtube.com/watch?v=fyigBM5gU-Q,fyigBM5gU-Q,,,,,,,
จับตา! บรรยากาศมาคุ แดง-น้ำเงิน จากมิตรสู่ศัตรู ส่อการเมืองวุ่น | ข่าวมันส์เขี้ยว EP.135 | 28 พ.ค.68,ข่าวช่อง8,2025-05-28T08:15:06Z,40.23,2327,43,14,https://www.youtube.com/watch?v=g9Mm3h2FDLA,g9Mm3h2FDLA,,,,,,,
