video_id,video_url,segment_number,start_time,end_time,duration,sentiment,polarity,subjectivity,joy_score,anger_score,fear_score,sadness_score,surprise_score,disgust_score,trust_score,anticipation_score
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,1,4.0,35.7,31.7,negative,-0.123,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,2,35.8,68.4,32.6,neutral,-0.052,0.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,3,68.5,126.4,57.9,positive,0.525,0.525,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,4,126.5,159.6,33.1,positive,0.817,0.867,12.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,5,159.7,192.2,32.4,positive,0.283,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,6,192.3,227.1,34.9,positive,0.228,0.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,7,227.2,259.1,31.9,positive,0.286,0.529,12.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,8,259.2,292.6,33.4,neutral,0.075,0.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,9,292.7,325.2,32.4,positive,0.25,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,10,325.3,359.1,33.8,positive,0.165,0.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,11,359.2,391.0,31.8,neutral,-0.052,0.424,0.0,7.752,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,12,391.1,424.2,33.1,negative,-0.18,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,13,424.3,457.1,32.8,neutral,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,14,457.2,489.5,32.3,negative,-0.106,0.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,15,489.6,520.7,31.1,positive,0.18,0.469,19.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,16,521.9,554.4,32.4,positive,0.317,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,17,554.5,586.8,32.3,neutral,-0.1,0.373,0.0,0.0,0.0,0.0,0.0,0.0,8.475,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,18,586.9,619.9,33.0,negative,-0.471,0.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,19,620.0,651.5,31.6,positive,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,20,651.6,682.7,31.1,neutral,-0.055,0.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,21,683.8,716.8,33.0,negative,-0.156,0.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,22,716.9,751.8,34.9,positive,0.141,0.501,0.0,38.961,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,23,751.9,784.5,32.6,neutral,0.091,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,24,784.6,816.9,32.3,positive,0.168,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,25,817.0,849.2,32.2,neutral,-0.005,0.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,26,849.3,881.2,31.8,positive,0.213,0.34,0.0,9.259,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,27,881.3,914.8,33.5,negative,-0.119,0.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,28,914.9,946.7,31.8,neutral,-0.006,0.585,0.0,9.091,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,29,946.8,978.2,31.4,positive,0.143,0.482,0.0,9.434,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,30,978.3,1011.3,33.0,negative,-0.292,0.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,31,1011.4,1044.2,32.8,positive,0.141,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jwhljHLotQg,https://www.youtube.com/watch?v=jwhljHLotQg,32,1044.3,1075.8,31.6,positive,0.517,0.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
